scenario,role,path,context,label,element,href,disabled,checked,evidence
artist-studio-schedule,artist,/studio,10 Sept – 16 Sept,"Geometric shoulder
Thu, 10 Sept, 2:00 pm · Ella Morgan · Oliver James
confirmed",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Schedule,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Team,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Billing,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Your invitations,A,/studio?view=invitations,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Your team,Leave,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Your team,Remove,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Invite an artist,"Role
Artist
Manager
Managers can invite artists and view the studio schedule.",SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Invite an artist,Send invitation,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-team,artist,/studio?view=Team,Northside Studio,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Schedule,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Team,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Billing,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Your invitations,A,/studio?view=invitations,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Studio membership,Manage Studio billing,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Studio membership,Refresh billing status,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-billing,artist,/studio?view=Billing,Northside Studio,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-invitations,artist,/studio?view=invitations,Studio invitations,Back,A,/studio,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-invitations,artist,/studio?view=invitations,Studio invitations,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-invitations,artist,/studio?view=invitations,Studio invitations,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-invitations,artist,/studio?view=invitations,Studio invitations,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-invitations,artist,/studio?view=invitations,Studio invitations,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-invitations,artist,/studio?view=invitations,Studio invitations,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-profile,client,/settings?section=profile,Your profile,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-profile,client,/settings?section=profile,Your profile,Your profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-profile,client,/settings?section=profile,Your profile,Gender,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-profile,client,/settings?section=profile,Your profile,Save profile,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-profile,client,/settings?section=profile,Your profile,Discover,A,/discover,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-profile,client,/settings?section=profile,Your profile,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-profile,client,/settings?section=profile,Your profile,Bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-profile,client,/settings?section=profile,Your profile,Profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Settings,Back,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Settings,Your profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Settings,"MC
Mia Chen",A,/settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Your account,"Profile
Name, photo and contact details",A,/settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Your account,"Notifications
Device alerts for updates and messages",A,/settings?section=notifications,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Help & account controls,"Guided walkthroughs
Learn each workflow",A,/settings?section=how-tos,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Help & account controls,"Delete account
Account and data removal",A,/settings?section=danger-zone,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Preferences,Dark appearance,switch,,False,false,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Preferences,"Check for updates
Version 3.2.3",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Settings,Sign out,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Settings,Discover,A,/discover,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Settings,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Settings,Bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
client-settings,client,/settings,Settings,Profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-notifications,client,/settings?section=notifications,Notifications,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-notifications,client,/settings?section=notifications,Notifications,Your profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-notifications,client,/settings?section=notifications,This device,Enable notifications,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-notifications,client,/settings?section=notifications,Notifications,Discover,A,/discover,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-notifications,client,/settings?section=notifications,Notifications,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-notifications,client,/settings?section=notifications,Notifications,Bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-notifications,client,/settings?section=notifications,Notifications,Profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
client-settings-how-tos,client,/settings?section=how-tos,Guided walkthroughs,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
