source,line,component,element,label or label expression,handler or destination,evidence classification
client/src/features/feed/FeedCard.tsx,186,FeedCard,div,"{onImageTap && ( <button type=""button"" className=""sr-only focus:not-sr-only v3-action"" onClick={e => { e.stopPropagation(); onImageTap(card); }} > View artwork by {card.artistName} </button> )} {/* Full-bleed media */} {isVideo ? ( <div className=""feed-card-focus-image"" style={{ position: ""relative"", width: ""100%"", height: ""100%"" }} > {/* Dedicated video container: React leaves its DOM children untouched */} <div ref={videoPool.containerRef} style={{ position: ""absolute"", inset: 0, width: ""100%"", height: ""100%"", }} /> {/* Poster shown while pool hasn't assigned a video yet */} {!videoPool.isInView && ( <img src={card.imageUrl} alt={card.description || ""Portfolio piece""} style={{ position: ""absolute"", inset: 0, width: ""100%"", height: ""100%"", objectFit: ""cover"", }} /> )} {/* Play icon overlay when not in view */} {!videoPool.isInView && ( <div style={{ position: ""absolute"", inset: 0, display: ""flex"", alignItems: ""center"", justifyContent: ""center"", pointerEvents: ""none"", }} > <Play size={48} color=""rgba(255,255,255,0.7)"" fill=""rgba(255,255,255,0.7)"" /> </div> )} {/* Mute/unmute toggle */} {videoPool.isInView && ( <button onClick={handleMuteToggle} className=""feed-card-mute-btn"" aria-label={isMuted ? ""Unmute"" : ""Mute""} > {isMuted ? <VolumeX size={16} /> : <Volume2 size={16} />} </button> )} </div> ) : ( <img src={card.imageUrl} alt={card.description || ""Portfolio piece""} className=""feed-card-focus-image"" loading={eagerLoad ? ""eager"" : ""lazy""} /> )} {/* Watermark: artist avatar + name (top-left) */} {card.artistAvatar ? ( ) : ( {card.artistName.charAt(0).toUpperCase()} )} {card.artistName} {/* Bottom overlay: actions + description + tags */} {discoveryMode && ( {card.artistName} {[card.artistCity, card.keywords[0]] .filter(Boolean) .join("" · "")} {card.artistSlug && ( { e.stopPropagation(); onArtistTap(card.artistSlug!); }} > View artist )} )} {/* Action row */} { e.stopPropagation(); handleLike(); }} > {card.artistSlug && ( { e.stopPropagation(); handleShare(); }} > )} {likeCount > 0 && ( {likeCount} {likeCount === 1 ? ""like"" : ""likes""} )} {/* Description (collapsed by default, tap to expand) */} {card.description && ( { e.stopPropagation(); setDescExpanded(!descExpanded); }} > {card.artistName} {"" ""} {card.description} )} {/* Tags (only visible when expanded) */} {descExpanded && (() => { const allTags = Array.from( new Set([...card.keywords, ...(card.tags || [])]) ); return allTags.length > 0 ? ( {allTags.slice(0, 6).map((tag, i) => onTagTap ? ( { e.stopPropagation(); onTagTap?.(tag); }} > {tag} ) : ( {tag} ) )} ) : null; })()} {/* Double-tap heart animation */} {showHeart && ( )}","{""onClick"": ""{handleDoubleTap}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,191,FeedCard,button,View artwork by {card.artistName},"{""onClick"": ""{e => { e.stopPropagation(); onImageTap(card); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,253,FeedCard,button,"{isMuted ? ""Unmute"" : ""Mute""}","{""onClick"": ""{handleMuteToggle}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,294,FeedCard,button,View artist,"{""onClick"": ""{e => { e.stopPropagation(); onArtistTap(card.artistSlug!); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,308,FeedCard,button,"{liked ? ""Unlike artwork"" : ""Like artwork""}","{""onClick"": ""{e => { e.stopPropagation(); handleLike(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,325,FeedCard,button,"""Share artwork""","{""onClick"": ""{e => { e.stopPropagation(); handleShare(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,345,FeedCard,button,"{card.artistName} {"" ""} {card.description}","{""onClick"": ""{e => { e.stopPropagation(); setDescExpanded(!descExpanded); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,371,FeedCard,button,{tag},"{""onClick"": ""{e => { e.stopPropagation(); onTagTap?.(tag); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,416,FeedCard,button,{`View ${card.artistName}'s profile`},"{""onClick"": ""{() => card.artistSlug && onArtistTap(card.artistSlug)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,449,FeedCard,div,"{onImageTap && ( <button type=""button"" className=""sr-only focus:not-sr-only v3-action"" onClick={e => { e.stopPropagation(); onImageTap(card); }} > View artwork by {card.artistName} </button> )} {isVideo ? ( <div className=""feed-card-image"" style={{ position: ""relative"" }}> {/* Dedicated video container: React leaves its DOM children untouched */} <div ref={videoPool.containerRef} style={{ position: ""absolute"", inset: 0, width: ""100%"", height: ""100%"", }} /> {/* Poster shown while pool hasn't assigned a video yet */} {!videoPool.isInView && ( <img src={card.imageUrl} alt={card.description || ""Portfolio piece""} className=""feed-card-image"" loading={eagerLoad ? ""eager"" : ""lazy""} /> )} {/* Video badge */} <div style={{ position: ""absolute"", top: 10, right: 10, background: ""rgba(0,0,0,0.5)"", borderRadius: 6, padding: ""3px 8px"", display: ""flex"", alignItems: ""center"", gap: 4, pointerEvents: ""none"", }} > <Play size={10} color=""white"" fill=""white"" /> <span style={{ color: ""white"", fontSize: 10, fontWeight: 600 }}> REEL </span> </div> {/* Mute/unmute toggle */} {videoPool.isInView && ( <button onClick={handleMuteToggle} className=""feed-card-mute-btn"" aria-label={isMuted ? ""Unmute"" : ""Mute""} > {isMuted ? <VolumeX size={16} /> : <Volume2 size={16} />} </button> )} </div> ) : ( <img src={card.imageUrl} alt={card.description || ""Portfolio piece""} className=""feed-card-image"" loading={eagerLoad ? ""eager"" : ""lazy""} /> )} {/* Double-tap heart animation */} {showHeart && ( )}","{""onClick"": ""{handleDoubleTap}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,451,FeedCard,button,View artwork by {card.artistName},"{""onClick"": ""{e => { e.stopPropagation(); onImageTap(card); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,505,FeedCard,button,"{isMuted ? ""Unmute"" : ""Mute""}","{""onClick"": ""{handleMuteToggle}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,542,FeedCard,button,"{liked ? ""Unlike artwork"" : ""Like artwork""}","{""onClick"": ""{handleLike}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,557,FeedCard,button,"""Share artwork""","{""onClick"": ""{handleShare}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,592,FeedCard,button,{tag},"{""onClick"": ""{() => onTagTap?.(tag)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/feed/FeedCard.tsx,612,FeedCard,button,Book Consult,"{""onClick"": ""{() => card.artistSlug && onArtistTap(card.artistSlug)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/storefront/OrderConfirmation.tsx,67,OrderConfirmation,a,"{event.type === ""virtual"" ? ""Open event link"" : ""View event location""}","{""href"": ""{event.locationUrl}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/storefront/OrderConfirmation.tsx,83,OrderConfirmation,Button,Retry confirmation,"{""onClick"": ""{() => void query.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/storefront/StorefrontCheckoutFAB.tsx,143,StorefrontCheckoutFAB,Button,{`Decrease ${item.title}`},"{""onClick"": ""{() => updateQuantity(item.cartItemId, -1)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/storefront/StorefrontCheckoutFAB.tsx,152,StorefrontCheckoutFAB,Button,{`Increase ${item.title}`},"{""onClick"": ""{() => updateQuantity(item.cartItemId, 1)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/storefront/StorefrontCheckoutFAB.tsx,162,StorefrontCheckoutFAB,Button,Remove,"{""onClick"": ""{() => removeItem(item.cartItemId)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/features/storefront/StorefrontCheckoutFAB.tsx,219,StorefrontCheckoutFAB,Button,"{checkout.isPending ? ""Preparing checkout…"" : ""Continue to payment""}","{""onClick"": ""{() => void pay()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/pages/NotFound.tsx,7,NotFound,ActionLink,Return to your home,"{""href"": ""\""/\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/ui/FABMenu.tsx,80,portalContent,motion.div,(dynamic/unlabelled),"{""onClick"": ""{toggle}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/ui/FABMenu.tsx,121,portalContent,motion.button,{item.label},"{""onClick"": ""{() => { item.onClick(); if (item.closeOnClick !== false) setIsOpen(false); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/ui/FABMenu.tsx,169,FABMenu,motion.button,{isOpen ? : props.toggleIcon},"{""onClick"": ""{toggle}""}",Static inventory; rendering and end-to-end outcome not guaranteed
